163.19,52.967,43.94,174.763
163,52,43,174
164,53,42,171
164,53,42,171
163,50,44,178
165,56,41,165
163,48,44,179
163,48,44,179
165,56,40,163
165,55,40,163
164,56,39,159
162,50,42,170
160,44,45,180
159,44,45,180
159,51,41,167
158,52,40,164
156,48,42,171
157,54,39,158
155,51,41,165
155,54,39,158
154,52,40,161
154,57,38,152
152,51,41,166
151,50,42,169
150,48,43,172
151,52,40,163
153,58,37,151
151,51,40,164
152,57,37,152
152,55,38,155
153,61,35,143
152,56,38,152
154,62,35,141
154,63,34,138
